CODPROV;CODMUN;NOMBRE;VIVTUR21;PLA21;PLAVT21
01;01001;Alegría-Dulantzi;3;14;4.67
01;01002;Amurrio;7;42;6
01;01003;Aramaio;0;0;0
01;01004;Artziniega;5;32;6.4
01;01006;Armiñón;2;14;7
01;01008;Arratzua-Ubarrundia;2;8;4
01;01009;Asparrena;1;8;8
01;01010;Ayala/Aiara;8;56;7
01;01011;Baños de Ebro/Mañueta;0;0;0
01;01013;Barrundia;1;3;3
01;01014;Berantevilla;0;0;0
01;01016;Bernedo;2;19;9.5
01;01017;Campezo/Kanpezu;3;24;8
01;01018;Zigoitia;8;48;6
01;01019;Kripan;0;0;0
01;01020;Kuartango;5;17;3.4
01;01021;Elburgo/Burgelu;3;9;3
01;01022;Elciego;5;29;5.8
01;01023;Elvillar/Bilar;1;6;6
01;01027;Iruraiz-Gauna;2;10;5
01;01028;Labastida/Bastida;5;36;7.2
01;01030;Lagrán;0;0;0
01;01031;Laguardia;17;110;6.47
01;01032;Lanciego/Lantziego;10;90;9
01;01033;Lapuebla de Labarca;8;57;7.13
01;01034;Leza;1;12;12
01;01036;Laudio/Llodio;2;10;5
01;01037;Arraia-Maeztu;6;39;6.5
01;01039;Moreda de Álava/Moreda Araba;1;8;8
01;01041;Navaridas;0;0;0
01;01042;Okondo;0;0;0
01;01043;Oyón-Oion;4;13;3.25
01;01044;Peñacerrada-Urizaharra;1;4;4
01;01046;Erriberagoitia/Ribera Alta;3;17;5.67
01;01047;Erriberabeitia;7;27;3.86
01;01049;Añana;5;47;9.4
01;01051;Agurain/Salvatierra;2;5;2.5
01;01052;Samaniego;3;23;7.67
01;01053;San Millán/Donemiliaga;5;35;7
01;01054;Urkabustaiz;2;11;5.5
01;01055;Valdegovía/Gaubea;7;56;8
01;01056;Harana/Valle de Arana;0;0;0
01;01057;Villabuena de Álava/Eskuernaga;1;7;7
01;01058;Legutio;5;20;4
01;01059;Vitoria-Gasteiz;135;445;3.3
01;01060;Yécora/Iekora;1;4;4
01;01061;Zalduondo;0;0;0
01;01062;Zambrana;1;7;7
01;01063;Zuia;7;38;5.43
01;01901;Iruña Oka/Iruña de Oca;1;1;1
01;01902;Lantarón;2;24;12
05;05001;Adanero;3;16;5.33
05;05002;Adrada, La;18;132;7.33
05;05005;Albornos;0;0;0
05;05007;Aldeanueva de Santa Cruz;0;0;0
05;05008;Aldeaseca;0;0;0
05;05010;Aldehuela, La;1;12;12
05;05012;Amavida;0;0;0
05;05013;Arenal, El;8;42;5.25
05;05014;Arenas de San Pedro;72;417;5.79
05;05015;Arevalillo;0;0;0
05;05016;Arévalo;17;92;5.41
05;05017;Aveinte;0;0;0
05;05018;Avellaneda;3;28;9.33
05;05019;Ávila;123;597;4.85
05;05021;Barco de Ávila, El;13;63;4.85
05;05022;Barraco, El;18;112;6.22
05;05023;Barromán;0;0;0
05;05024;Becedas;0;0;0
05;05025;Becedillas;0;0;0
05;05026;Bercial de Zapardiel;0;0;0
05;05027;Berlanas, Las;0;0;0
05;05029;Bernuy-Zapardiel;0;0;0
05;05030;Berrocalejo de Aragona;1;4;4
05;05033;Blascomillán;0;0;0
05;05034;Blasconuño de Matacabras;0;0;0
05;05035;Blascosancho;0;0;0
05;05036;Bohodón, El;0;0;0
05;05037;Bohoyo;2;12;6
05;05038;Bonilla de la Sierra;4;26;6.5
05;05039;Brabos;0;0;0
05;05040;Bularros;0;0;0
05;05041;Burgohondo;15;153;10.2
05;05042;Cabezas de Alambre;0;0;0
05;05043;Cabezas del Pozo;0;0;0
05;05044;Cabezas del Villar;0;0;0
05;05045;Cabizuela;0;0;0
05;05046;Canales;0;0;0
05;05047;Candeleda;83;544;6.55
05;05048;Cantiveros;0;0;0
05;05049;Cardeñosa;2;14;7
05;05051;Carrera, La;3;11;3.67
05;05052;Casas del Puerto;0;0;0
05;05053;Casasola;0;0;0
05;05054;Casavieja;11;52;4.73
05;05055;Casillas;2;10;5
05;05056;Castellanos de Zapardiel;0;0;0
05;05057;Cebreros;3;18;6
05;05058;Cepeda la Mora;1;6;6
05;05059;Cillán;0;0;0
05;05060;Cisla;0;0;0
05;05061;Colilla, La;2;19;9.5
05;05062;Collado de Contreras;0;0;0
05;05063;Collado del Mirón;0;0;0
05;05064;Constanzana;0;0;0
05;05065;Crespos;0;0;0
05;05066;Cuevas del Valle;5;55;11
05;05067;Chamartín;0;0;0
05;05069;Donjimeno;0;0;0
05;05070;Donvidas;0;0;0
05;05072;Espinosa de los Caballeros;0;0;0
05;05073;Flores de Ávila;0;0;0
05;05074;Fontiveros;1;2;2
05;05075;Fresnedilla;1;7;7
05;05076;Fresno, El;1;8;8
05;05077;Fuente el Saúz;1;13;13
05;05078;Fuentes de Año;0;0;0
05;05079;Gallegos de Altamiros;0;0;0
05;05080;Gallegos de Sobrinos;0;0;0
05;05081;Garganta del Villar;0;0;0
05;05082;Gavilanes;0;0;0
05;05083;Gemuño;0;0;0
05;05084;Gilbuena;1;4;4
05;05085;Gil García;1;2;2
05;05086;Gimialcón;0;0;0
05;05087;Gotarrendura;1;4;4
05;05088;Grandes y San Martín;0;0;0
05;05089;Guisando;14;72;5.14
05;05090;Gutierre-Muñoz;0;0;0
05;05092;Hernansancho;1;4;4
05;05093;Herradón de Pinares;2;12;6
05;05094;Herreros de Suso;0;0;0
05;05095;Higuera de las Dueñas;3;23;7.67
05;05096;Hija de Dios, La;0;0;0
05;05097;Horcajada, La;3;19;6.33
05;05099;Horcajo de las Torres;1;14;14
05;05100;Hornillo, El;9;57;6.33
05;05101;Hoyocasero;4;33;8.25
05;05102;Hoyo de Pinares, El;2;12;6
05;05103;Hoyorredondo;0;0;0
05;05104;Hoyos del Collado;0;0;0
05;05105;Hoyos del Espino;11;82;7.45
05;05106;Hoyos de Miguel Muñoz;0;0;0
05;05107;Hurtumpascual;0;0;0
05;05108;Junciana;1;8;8
05;05109;Langa;0;0;0
05;05110;Lanzahíta;5;25;5
05;05112;Losar del Barco, El;0;0;0
05;05113;Llanos de Tormes, Los;1;10;10
05;05114;Madrigal de las Altas Torres;4;36;9
05;05115;Maello;11;84;7.64
05;05116;Malpartida de Corneja;0;0;0
05;05117;Mamblas;0;0;0
05;05118;Mancera de Arriba;0;0;0
05;05119;Manjabálago y Ortigosa de Rioalmar;1;10;10
05;05120;Marlín;0;0;0
05;05121;Martiherrero;2;23;11.5
05;05122;Martínez;0;0;0
05;05123;Mediana de Voltoya;3;22;7.33
05;05124;Medinilla;0;0;0
05;05125;Mengamuñoz;0;0;0
05;05126;Mesegar de Corneja;0;0;0
05;05127;Mijares;1;4;4
05;05128;Mingorría;7;25;3.57
05;05129;Mirón, El;0;0;0
05;05130;Mironcillo;0;0;0
05;05131;Mirueña de los Infanzones;0;0;0
05;05132;Mombeltrán;16;113;7.06
05;05133;Monsalupe;0;0;0
05;05134;Moraleja de Matacabras;0;0;0
05;05135;Muñana;2;10;5
05;05136;Muñico;0;0;0
05;05138;Muñogalindo;2;10;5
05;05139;Muñogrande;0;0;0
05;05140;Muñomer del Peco;0;0;0
05;05141;Muñopepe;2;13;6.5
05;05142;Muñosancho;0;0;0
05;05143;Muñotello;0;0;0
05;05144;Narrillos del Álamo;0;0;0
05;05145;Narrillos del Rebollar;0;0;0
05;05147;Narros del Castillo;0;0;0
05;05148;Narros del Puerto;1;16;16
05;05149;Narros de Saldueña;1;6;6
05;05151;Navacepedilla de Corneja;3;25;8.33
05;05152;Nava de Arévalo;0;0;0
05;05153;Nava del Barco;0;0;0
05;05154;Navadijos;0;0;0
05;05155;Navaescurial;0;0;0
05;05156;Navahondilla;4;27;6.75
05;05157;Navalacruz;0;0;0
05;05158;Navalmoral;1;10;10
05;05159;Navalonguilla;5;29;5.8
05;05160;Navalosa;0;0;0
05;05161;Navalperal de Pinares;3;14;4.67
05;05162;Navalperal de Tormes;1;12;12
05;05163;Navaluenga;44;472;10.73
05;05164;Navaquesera;1;8;8
05;05165;Navarredonda de Gredos;14;75;5.36
05;05166;Navarredondilla;1;12;12
05;05167;Navarrevisca;1;6;6
05;05168;Navas del Marqués, Las;23;185;8.04
05;05169;Navatalgordo;0;0;0
05;05170;Navatejares;4;17;4.25
05;05171;Neila de San Miguel;2;14;7
05;05172;Niharra;0;0;0
05;05173;Ojos-Albos;0;0;0
05;05174;Orbita;1;8;8
05;05175;Oso, El;0;0;0
05;05176;Padiernos;1;6;6
05;05177;Pajares de Adaja;0;0;0
05;05178;Palacios de Goda;0;0;0
05;05179;Papatrigo;0;0;0
05;05180;Parral, El;0;0;0
05;05181;Pascualcobo;0;0;0
05;05182;Pedro Bernardo;2;18;9
05;05183;Pedro-Rodríguez;0;0;0
05;05184;Peguerinos;5;39;7.8
05;05185;Peñalba de Ávila;1;12;12
05;05186;Piedrahíta;11;55;5
05;05187;Piedralaves;12;85;7.08
05;05188;Poveda;0;0;0
05;05189;Poyales del Hoyo;6;41;6.83
05;05190;Pozanco;1;8;8
05;05191;Pradosegar;1;6;6
05;05192;Puerto Castilla;0;0;0
05;05193;Rasueros;0;0;0
05;05194;Riocabado;0;0;0
05;05195;Riofrío;0;0;0
05;05196;Rivilla de Barajas;0;0;0
05;05197;Salobral;0;0;0
05;05198;Salvadiós;0;0;0
05;05199;San Bartolomé de Béjar;0;0;0
05;05200;San Bartolomé de Corneja;0;0;0
05;05201;San Bartolomé de Pinares;1;9;9
05;05204;Sanchidrián;0;0;0
05;05205;Sanchorreja;0;0;0
05;05206;San Esteban de los Patos;1;5;5
05;05207;San Esteban del Valle;2;18;9
05;05208;San Esteban de Zapardiel;0;0;0
05;05209;San García de Ingelmos;0;0;0
05;05210;San Juan de la Encinilla;0;0;0
05;05211;San Juan de la Nava;2;10;5
05;05212;San Juan del Molinillo;0;0;0
05;05213;San Juan del Olmo;0;0;0
05;05214;San Lorenzo de Tormes;0;0;0
05;05215;San Martín de la Vega del Alberche;1;3;3
05;05216;San Martín del Pimpollar;2;12;6
05;05217;San Miguel de Corneja;0;0;0
05;05218;San Miguel de Serrezuela;0;0;0
05;05219;San Pascual;0;0;0
05;05220;San Pedro del Arroyo;0;0;0
05;05221;Santa Cruz del Valle;2;26;13
05;05222;Santa Cruz de Pinares;1;19;19
05;05224;Santa María del Arroyo;0;0;0
05;05225;Santa María del Berrocal;0;0;0
05;05226;Santa María de los Caballeros;2;6;3
05;05227;Santa María del Tiétar;1;15;15
05;05228;Santiago del Collado;0;0;0
05;05229;Santo Domingo de las Posadas;0;0;0
05;05230;Santo Tomé de Zabarcos;0;0;0
05;05231;San Vicente de Arévalo;2;15;7.5
05;05232;Serrada, La;2;6;3
05;05233;Serranillos;0;0;0
05;05234;Sigeres;0;0;0
05;05235;Sinlabajos;0;0;0
05;05236;Solana de Ávila;4;18;4.5
05;05237;Solana de Rioalmar;0;0;0
05;05238;Solosancho;9;68;7.56
05;05239;Sotalbo;0;0;0
05;05240;Sotillo de la Adrada;22;164;7.45
05;05241;Tiemblo, El;12;95;7.92
05;05242;Tiñosillos;0;0;0
05;05243;Tolbaños;1;6;6
05;05244;Tormellas;0;0;0
05;05245;Tornadizos de Ávila;4;20;5
05;05246;Tórtoles;1;12;12
05;05247;Torre, La;1;7;7
05;05249;Umbrías;7;22;3.14
05;05251;Vadillo de la Sierra;0;0;0
05;05252;Valdecasa;0;0;0
05;05253;Vega de Santa María;0;0;0
05;05254;Velayos;4;27;6.75
05;05256;Villaflor;0;0;0
05;05257;Villafranca de la Sierra;0;0;0
05;05258;Villanueva de Gómez;1;8;8
05;05259;Villanueva del Aceral;0;0;0
05;05260;Villanueva del Campillo;0;0;0
05;05261;Villar de Corneja;1;4;4
05;05262;Villarejo del Valle;6;41;6.83
05;05263;Villatoro;2;14;7
05;05264;Viñegra de Moraña;0;0;0
05;05265;Vita;0;0;0
05;05266;Zapardiel de la Cañada;0;0;0
05;05267;Zapardiel de la Ribera;0;0;0
05;05901;San Juan de Gredos;6;27;4.5
05;05902;Santa María del Cubillo;0;0;0
05;05903;Diego del Carpio;1;6;6
05;05904;Santiago del Tormes;1;6;6
05;05905;Villanueva de Ávila;9;78;8.67
09;09001;Abajas;0;0;0
09;09003;Adrada de Haza;0;0;0
09;09006;Aguas Cándidas;0;0;0
09;09007;Aguilar de Bureba;0;0;0
09;09009;Albillos;0;0;0
09;09010;Alcocero de Mola;0;0;0
09;09011;Alfoz de Bricia;0;0;0
09;09012;Alfoz de Santa Gadea;0;0;0
09;09013;Altable;0;0;0
09;09014;Altos, Los;3;29;9.67
09;09016;Ameyugo;0;0;0
09;09017;Anguix;0;0;0
09;09018;Aranda de Duero;39;160;4.1
09;09019;Arandilla;0;0;0
09;09020;Arauzo de Miel;0;0;0
09;09021;Arauzo de Salce;0;0;0
09;09022;Arauzo de Torre;0;0;0
09;09023;Arcos;1;16;16
09;09024;Arenillas de Riopisuerga;0;0;0
09;09025;Arija;1;7;7
09;09026;Arlanzón;1;16;16
09;09027;Arraya de Oca;0;0;0
09;09029;Atapuerca;1;8;8
09;09030;Ausines, Los;1;16;16
09;09032;Avellanosa de Muñó;0;0;0
09;09033;Bahabón de Esgueva;0;0;0
09;09034;Balbases, Los;0;0;0
09;09035;Baños de Valdearados;1;8;8
09;09036;Bañuelos de Bureba;0;0;0
09;09037;Barbadillo de Herreros;1;7;7
09;09038;Barbadillo del Mercado;0;0;0
09;09039;Barbadillo del Pez;0;0;0
09;09041;Barrio de Muñó;0;0;0
09;09043;Barrios de Bureba, Los;1;10;10
09;09044;Barrios de Colina;0;0;0
09;09045;Basconcillos del Tozo;0;0;0
09;09046;Bascuñana;0;0;0
09;09047;Belbimbre;0;0;0
09;09048;Belorado;3;24;8
09;09050;Berberana;0;0;0
09;09051;Berlangas de Roa;0;0;0
09;09052;Berzosa de Bureba;0;0;0
09;09054;Bozoó;1;8;8
09;09055;Brazacorta;0;0;0
09;09056;Briviesca;8;41;5.13
09;09057;Bugedo;1;12;12
09;09058;Buniel;0;0;0
09;09059;Burgos;203;883;4.35
09;09060;Busto de Bureba;1;3;3
09;09061;Cabañes de Esgueva;0;0;0
09;09062;Cabezón de la Sierra;0;0;0
09;09063;Cavia;0;0;0
09;09064;Caleruega;4;32;8
09;09065;Campillo de Aranda;1;12;12
09;09066;Campolara;0;0;0
09;09067;Canicosa de la Sierra;1;8;8
09;09068;Cantabrana;0;0;0
09;09070;Carazo;0;0;0
09;09071;Carcedo de Bureba;0;0;0
09;09072;Carcedo de Burgos;0;0;0
09;09073;Cardeñadijo;0;0;0
09;09074;Cardeñajimeno;1;8;8
09;09075;Cardeñuela Riopico;3;42;14
09;09076;Carrias;0;0;0
09;09077;Cascajares de Bureba;0;0;0
09;09078;Cascajares de la Sierra;0;0;0
09;09079;Castellanos de Castro;0;0;0
09;09082;Castildelgado;0;0;0
09;09083;Castil de Peones;0;0;0
09;09084;Castrillo de la Reina;1;14;14
09;09085;Castrillo de la Vega;2;15;7.5
09;09086;Castrillo del Val;3;18;6
09;09088;Castrillo de Riopisuerga;0;0;0
09;09090;Castrillo Mota de Judíos;0;0;0
09;09091;Castrojeriz;9;65;7.22
09;09093;Cayuela;0;0;0
09;09094;Cebrecos;0;0;0
09;09095;Celada del Camino;0;0;0
09;09098;Cerezo de Río Tirón;0;0;0
09;09100;Cerratón de Juarros;0;0;0
09;09101;Ciadoncha;0;0;0
09;09102;Cillaperlata;0;0;0
09;09103;Cilleruelo de Abajo;0;0;0
09;09104;Cilleruelo de Arriba;0;0;0
09;09105;Ciruelos de Cervera;2;20;10
09;09108;Cogollos;6;70;11.67
09;09109;Condado de Treviño;2;20;10
09;09110;Contreras;0;0;0
09;09112;Coruña del Conde;0;0;0
09;09113;Covarrubias;1;4;4
09;09114;Cubillo del Campo;0;0;0
09;09115;Cubo de Bureba;0;0;0
09;09117;Cueva de Roa, La;0;0;0
09;09119;Cuevas de San Clemente;0;0;0
09;09120;Encío;0;0;0
09;09122;Espinosa de Cervera;0;0;0
09;09123;Espinosa del Camino;0;0;0
09;09124;Espinosa de los Monteros;8;56;7
09;09125;Estépar;0;0;0
09;09127;Fontioso;0;0;0
09;09128;Frandovínez;0;0;0
09;09129;Fresneda de la Sierra Tirón;2;20;10
09;09130;Fresneña;0;0;0
09;09131;Fresnillo de las Dueñas;2;11;5.5
09;09132;Fresno de Río Tirón;0;0;0
09;09133;Fresno de Rodilla;1;6;6
09;09134;Frías;3;18;6
09;09135;Fuentebureba;0;0;0
09;09136;Fuentecén;0;0;0
09;09137;Fuentelcésped;1;10;10
09;09138;Fuentelisendo;2;31;15.5
09;09139;Fuentemolinos;0;0;0
09;09140;Fuentenebro;0;0;0
09;09141;Fuentespina;4;16;4
09;09143;Galbarros;0;0;0
09;09144;Gallega, La;0;0;0
09;09148;Grijalba;0;0;0
09;09149;Grisaleña;0;0;0
09;09151;Gumiel de Izán;5;42;8.4
09;09152;Gumiel de Mercado;0;0;0
09;09154;Hacinas;0;0;0
09;09155;Haza;1;7;7
09;09159;Hontanas;0;0;0
09;09160;Hontangas;0;0;0
09;09162;Hontoria de la Cantera;0;0;0
09;09163;Hontoria del Pinar;11;79;7.18
09;09164;Hontoria de Valdearados;0;0;0
09;09166;Hormazas, Las;0;0;0
09;09167;Hornillos del Camino;1;40;40
09;09168;Horra, La;2;16;8
09;09169;Hortigüela;0;0;0
09;09170;Hoyales de Roa;0;0;0
09;09172;Huérmeces;0;0;0
09;09173;Huerta de Arriba;0;0;0
09;09174;Huerta de Rey;2;11;5.5
09;09175;Humada;0;0;0
09;09176;Hurones;0;0;0
09;09177;Ibeas de Juarros;3;16;5.33
09;09178;Ibrillos;0;0;0
09;09179;Iglesiarrubia;0;0;0
09;09180;Iglesias;0;0;0
09;09181;Isar;1;10;10
09;09182;Itero del Castillo;0;0;0
09;09183;Jaramillo de la Fuente;0;0;0
09;09184;Jaramillo Quemado;0;0;0
09;09189;Junta de Traslaloma;1;8;8
09;09190;Junta de Villalba de Losa;0;0;0
09;09191;Jurisdicción de Lara;0;0;0
09;09192;Jurisdicción de San Zadornil;0;0;0
09;09194;Lerma;23;171;7.43
09;09195;Llano de Bureba;2;26;13
09;09196;Madrigal del Monte;0;0;0
09;09197;Madrigalejo del Monte;0;0;0
09;09198;Mahamud;0;0;0
09;09199;Mambrilla de Castrejón;0;0;0
09;09200;Mambrillas de Lara;0;0;0
09;09201;Mamolar;0;0;0
09;09202;Manciles;0;0;0
09;09206;Mazuela;0;0;0
09;09208;Mecerreyes;0;0;0
09;09209;Medina de Pomar;17;127;7.47
09;09211;Melgar de Fernamental;2;21;10.5
09;09213;Merindad de Cuesta-Urria;4;20;5
09;09214;Merindad de Montija;4;25;6.25
09;09215;Merindad de Sotoscueva;3;18;6
09;09216;Merindad de Valdeporres;2;22;11
09;09217;Merindad de Valdivielso;5;33;6.6
09;09218;Milagros;2;13;6.5
09;09219;Miranda de Ebro;4;17;4.25
09;09220;Miraveche;0;0;0
09;09221;Modúbar de la Emparedada;0;0;0
09;09223;Monasterio de la Sierra;0;0;0
09;09224;Monasterio de Rodilla;0;0;0
09;09225;Moncalvillo;0;0;0
09;09226;Monterrubio de la Demanda;0;0;0
09;09227;Montorio;2;15;7.5
09;09228;Moradillo de Roa;0;0;0
09;09229;Nava de Roa;0;0;0
09;09230;Navas de Bureba;0;0;0
09;09231;Nebreda;0;0;0
09;09232;Neila;0;0;0
09;09235;Olmedillo de Roa;0;0;0
09;09236;Olmillos de Muñó;0;0;0
09;09238;Oña;0;0;0
09;09239;Oquillas;0;0;0
09;09241;Orbaneja Riopico;1;13;13
09;09242;Padilla de Abajo;0;0;0
09;09243;Padilla de Arriba;0;0;0
09;09244;Padrones de Bureba;0;0;0
09;09246;Palacios de la Sierra;1;4;4
09;09247;Palacios de Riopisuerga;0;0;0
09;09248;Palazuelos de la Sierra;0;0;0
09;09249;Palazuelos de Muñó;0;0;0
09;09250;Pampliega;0;0;0
09;09251;Pancorbo;6;52;8.67
09;09253;Pardilla;0;0;0
09;09255;Partido de la Sierra en Tobalina;0;0;0
09;09256;Pedrosa de Duero;4;18;4.5
09;09257;Pedrosa del Páramo;0;0;0
09;09258;Pedrosa del Príncipe;0;0;0
09;09259;Pedrosa de Río Úrbel;0;0;0
09;09261;Peñaranda de Duero;1;26;26
09;09262;Peral de Arlanza;2;18;9
09;09265;Piérnigas;0;0;0
09;09266;Pineda de la Sierra;2;14;7
09;09267;Pineda Trasmonte;0;0;0
09;09268;Pinilla de los Barruecos;1;16;16
09;09269;Pinilla de los Moros;0;0;0
09;09270;Pinilla Trasmonte;0;0;0
09;09272;Poza de la Sal;1;16;16
09;09273;Prádanos de Bureba;0;0;0
09;09274;Pradoluengo;6;47;7.83
09;09275;Presencio;0;0;0
09;09276;Puebla de Arganzón, La;1;8;8
09;09277;Puentedura;0;0;0
09;09279;Quemada;1;13;13
09;09280;Quintanabureba;0;0;0
09;09281;Quintana del Pidio;1;6;6
09;09283;Quintanaélez;0;0;0
09;09287;Quintanaortuño;0;0;0
09;09288;Quintanapalla;0;0;0
09;09289;Quintanar de la Sierra;4;31;7.75
09;09292;Quintanavides;0;0;0
09;09294;Quintanilla de la Mata;0;0;0
09;09295;Quintanilla del Coco;0;0;0
09;09297;Quintanillas, Las;1;7;7
09;09298;Quintanilla San García;0;0;0
09;09301;Quintanilla Vivar;4;37;9.25
09;09302;Rabanera del Pinar;0;0;0
09;09303;Rábanos;1;12;12
09;09304;Rabé de las Calzadas;0;0;0
09;09306;Rebolledo de la Torre;0;0;0
09;09307;Redecilla del Camino;0;0;0
09;09308;Redecilla del Campo;0;0;0
09;09309;Regumiel de la Sierra;1;9;9
09;09310;Reinoso;0;0;0
09;09311;Retuerta;0;0;0
09;09312;Revilla y Ahedo, La;0;0;0
09;09314;Revilla del Campo;0;0;0
09;09315;Revillarruz;0;0;0
09;09316;Revilla Vallejera;0;0;0
09;09317;Rezmondo;0;0;0
09;09318;Riocavado de la Sierra;0;0;0
09;09321;Roa;6;30;5
09;09323;Rojas;0;0;0
09;09325;Royuela de Río Franco;0;0;0
09;09326;Rubena;0;0;0
09;09327;Rublacedo de Abajo;0;0;0
09;09328;Rucandio;0;0;0
09;09329;Salas de Bureba;0;0;0
09;09330;Salas de los Infantes;1;12;12
09;09332;Saldaña de Burgos;0;0;0
09;09334;Salinillas de Bureba;0;0;0
09;09335;San Adrián de Juarros;1;8;8
09;09337;San Juan del Monte;0;0;0
09;09338;San Mamés de Burgos;0;0;0
09;09339;San Martín de Rubiales;0;0;0
09;09340;San Millán de Lara;0;0;0
09;09343;Santa Cecilia;0;0;0
09;09345;Santa Cruz de la Salceda;0;0;0
09;09346;Santa Cruz del Valle Urbión;0;0;0
09;09347;Santa Gadea del Cid;0;0;0
09;09348;Santa Inés;0;0;0
09;09350;Santa María del Campo;0;0;0
09;09351;Santa María del Invierno;0;0;0
09;09352;Santa María del Mercadillo;0;0;0
09;09353;Santa María Rivarredonda;0;0;0
09;09354;Santa Olalla de Bureba;0;0;0
09;09355;Santibáñez de Esgueva;0;0;0
09;09356;Santibáñez del Val;4;28;7
09;09358;Santo Domingo de Silos;13;102;7.85
09;09360;San Vicente del Valle;3;14;4.67
09;09361;Sargentes de la Lora;0;0;0
09;09362;Sarracín;1;5;5
09;09363;Sasamón;1;20;20
09;09365;Sequera de Haza, La;0;0;0
09;09366;Solarana;0;0;0
09;09368;Sordillos;0;0;0
09;09369;Sotillo de la Ribera;0;0;0
09;09372;Sotragero;0;0;0
09;09373;Sotresgudo;2;11;5.5
09;09374;Susinos del Páramo;0;0;0
09;09375;Tamarón;0;0;0
09;09377;Tardajos;0;0;0
09;09378;Tejada;1;12;12
09;09380;Terradillos de Esgueva;0;0;0
09;09381;Tinieblas de la Sierra;0;0;0
09;09382;Tobar;0;0;0
09;09384;Tordómar;0;0;0
09;09386;Torrecilla del Monte;0;0;0
09;09387;Torregalindo;0;0;0
09;09388;Torrelara;0;0;0
09;09389;Torrepadre;0;0;0
09;09390;Torresandino;0;0;0
09;09391;Tórtoles de Esgueva;0;0;0
09;09392;Tosantos;1;8;8
09;09394;Trespaderne;10;64;6.4
09;09395;Tubilla del Agua;2;8;4
09;09396;Tubilla del Lago;4;21;5.25
09;09398;Úrbel del Castillo;2;18;9
09;09400;Vadocondes;1;4;4
09;09403;Valdeande;1;9;9
09;09405;Valdezate;0;0;0
09;09406;Valdorros;0;0;0
09;09407;Valmala;0;0;0
09;09408;Vallarta de Bureba;0;0;0
09;09409;Valle de Manzanedo;3;10;3.33
09;09410;Valle de Mena;7;63;9
09;09411;Valle de Oca;1;9;9
09;09412;Valle de Tobalina;3;26;8.67
09;09413;Valle de Valdebezana;2;9;4.5
09;09414;Valle de Valdelaguna;4;40;10
09;09415;Valle de Valdelucio;0;0;0
09;09416;Valle de Zamanzas;0;0;0
09;09417;Vallejera;0;0;0
09;09418;Valles de Palenzuela;0;0;0
09;09419;Valluércanes;0;0;0
09;09421;Vid y Barrios, La;1;9;9
09;09422;Vid de Bureba, La;0;0;0
09;09423;Vileña;0;0;0
09;09424;Viloria de Rioja;0;0;0
09;09425;Vilviestre del Pinar;1;6;6
09;09427;Villadiego;0;0;0
09;09428;Villaescusa de Roa;1;6;6
09;09429;Villaescusa la Sombría;0;0;0
09;09430;Villaespasa;0;0;0
09;09431;Villafranca Montes de Oca;0;0;0
09;09432;Villafruela;0;0;0
09;09433;Villagalijo;1;6;6
09;09434;Villagonzalo Pedernales;0;0;0
09;09437;Villahoz;1;16;16
09;09438;Villalba de Duero;0;0;0
09;09439;Villalbilla de Burgos;1;3;3
09;09440;Villalbilla de Gumiel;0;0;0
09;09441;Villaldemiro;0;0;0
09;09442;Villalmanzo;1;6;6
09;09443;Villamayor de los Montes;0;0;0
09;09444;Villamayor de Treviño;0;0;0
09;09445;Villambistia;0;0;0
09;09446;Villamedianilla;0;0;0
09;09447;Villamiel de la Sierra;0;0;0
09;09448;Villangómez;0;0;0
09;09449;Villanueva de Argaño;0;0;0
09;09450;Villanueva de Carazo;2;16;8
09;09451;Villanueva de Gumiel;1;6;6
09;09454;Villanueva de Teba;0;0;0
09;09455;Villaquirán de la Puebla;0;0;0
09;09456;Villaquirán de los Infantes;0;0;0
09;09458;Villariezo;0;0;0
09;09460;Villasandino;0;0;0
09;09463;Villasur de Herreros;2;21;10.5
09;09464;Villatuelda;0;0;0
09;09466;Villaverde del Monte;0;0;0
09;09467;Villaverde-Mogina;0;0;0
09;09471;Villayerno Morquillas;0;0;0
09;09472;Villazopeque;0;0;0
09;09473;Villegas;0;0;0
09;09476;Villoruebo;0;0;0
09;09478;Vizcaínos;0;0;0
09;09480;Zael;0;0;0
09;09482;Zarzosa de Río Pisuerga;0;0;0
09;09483;Zazuar;3;34;11.33
09;09485;Zuñeda;0;0;0
09;09901;Quintanilla del Agua y Tordueles;3;30;10
09;09902;Valle de Santibáñez;1;16;16
09;09903;Villarcayo de Merindad de Castilla la Vieja;26;120;4.62
09;09904;Valle de las Navas;1;12;12
09;09905;Valle de Sedano;8;61;7.63
09;09906;Merindad de Río Ubierna;1;8;8
09;09907;Alfoz de Quintanadueñas;2;9;4.5
09;09908;Valle de Losa;1;4;4
20;20001;Abaltzisketa;4;14;3.5
20;20002;Aduna;0;0;0
20;20003;Aizarnazabal;1;5;5
20;20004;Albiztur;0;0;0
20;20005;Alegia;0;0;0
20;20006;Alkiza;0;0;0
20;20007;Altzo;1;2;2
20;20008;Amezketa;2;6;3
20;20009;Andoain;3;6;2
20;20010;Anoeta;0;0;0
20;20011;Antzuola;0;0;0
20;20012;Arama;0;0;0
20;20013;Aretxabaleta;0;0;0
20;20014;Asteasu;2;15;7.5
20;20015;Ataun;0;0;0
20;20016;Aia;12;87;7.25
20;20017;Azkoitia;16;73;4.56
20;20018;Azpeitia;9;37;4.11
